,,,,,,,,Cant:,94,26,,324,14,89,233,121,0,349,0,80,0,26,22,0,10,8,27,,,10,12,5,0,4,,,,,FALSE
207,APCR-A16,MECANISMO DE ACOPLAMIENTO DEL PIÑON 1 (LBD),MONITORIZAR,Inspección por tintes penetrantes del piñon,Actividad,TRUE,MEDIA,BASADA EN CONDICION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
208,APCR-A17,MECANISMO DE ACOPLAMIENTO DEL PIÑON 1 (LBD),VERIFICAR,"Verificación de la posición, lubricación y cableado de los finales de carrera",Actividad,TRUE,BAJA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
209,APCR-A18,MECANISMO DE ACOPLAMIENTO DEL PIÑON 1 (LBD),VERIFICAR,Verificar encastre y estado del resorte de la llave de ajuste de posición de piñón,Actividad,TRUE,BAJA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
24,APCR2,MECANISMO DE ACOPLAMIENTO DEL PIÑON 2 (LBD),,,Plan,,,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
210,APCR-A17,MECANISMO DE ACOPLAMIENTO DEL PIÑON 2 (LBD),VERIFICAR,Verificación visual del estado de los dientes del  piñón,Actividad,TRUE,MEDIA,MECANICO,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Semanal,,,
211,APCR-A18,MECANISMO DE ACOPLAMIENTO DEL PIÑON 2 (LBD),VERIFICAR,Verificación del estado del lubricante en el piñon,Actividad,TRUE,MEDIA,MECANICO,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Semanal,,,
212,APCR-A19,MECANISMO DE ACOPLAMIENTO DEL PIÑON 2 (LBD),VERIFICAR,"Verificar el correcto acoplamiento del piñón corona, señalética y activación de los finales de carrera (no es prueba de recuperacion, solo de acoplamiento)",Actividad,TRUE,ALTA,ELECTROMECANICO,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Semanal,,,
213,APCR-A20,MECANISMO DE ACOPLAMIENTO DEL PIÑON 2 (LBD),VERIFICAR,Verificación de las marcas o testigos de tornillería,Actividad,TRUE,MEDIA,MECANICO,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Semanal,,,
214,APCR-A21,MECANISMO DE ACOPLAMIENTO DEL PIÑON 2 (LBD),LUBRICAR,Lubricar Piñon despues del accionamiento del motor termico,Actividad,TRUE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Bimensual,,,
215,APCR-A22,MECANISMO DE ACOPLAMIENTO DEL PIÑON 2 (LBD),LIMPIAR,El piñon de acoplamiento,Actividad,TRUE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspecciones Semestrales,,,
216,APCR-A23,MECANISMO DE ACOPLAMIENTO DEL PIÑON 2 (LBD),LUBRICAR,El piñon de acoplamiento (lubricar despues de limpiar),Actividad,TRUE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspecciones Semestrales,,,
217,APCR-A24,MECANISMO DE ACOPLAMIENTO DEL PIÑON 2 (LBD),LUBRICAR,Lubricar manibela de acoplamiento,Actividad,TRUE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Lubricacion piñon,,,
218,APCR-A25,MECANISMO DE ACOPLAMIENTO DEL PIÑON 2 (LBD),VERIFICAR,Control del desgaste de los dientes del piñón,Actividad,TRUE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
219,APCR-A26,MECANISMO DE ACOPLAMIENTO DEL PIÑON 2 (LBD),MONITORIZAR,Inspección por tintes penetrantes del piñon,Actividad,TRUE,MEDIA,BASADA EN CONDICION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
220,APCR-A27,MECANISMO DE ACOPLAMIENTO DEL PIÑON 2 (LBD),VERIFICAR,"Verificación de la posición, lubricación y cableado de los finales de carrera",Actividad,TRUE,BAJA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
25,CHID,CENTRAL HIDRAULICA DE RECUPERACION (LBD),,,Plan,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
221,CHID-A01,CENTRAL HIDRAULICA DE RECUPERACION (LBD),VERIFICAR,Verificar la no existencia de fugas a los alrededores del conjunto hidraulico,Actividad,TRUE,MEDIA,OPERATIVA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspección Diaria,,,
222,CHID-A02,CENTRAL HIDRAULICA DE RECUPERACION (LBD),VERIFICAR,Verificar que no existan anomalías en el funcionamiento,Actividad,TRUE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Bimensual,,,
223,CHID-A03,CENTRAL HIDRAULICA DE RECUPERACION (LBD),VERIFICAR,Electroválvulas detienen la instalación en punto cero.,Actividad,TRUE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Bimensual,,,
224,CHID-A04,CENTRAL HIDRAULICA DE RECUPERACION (LBD),VERIFICAR,Verificar la tornilleria de todo el conjunto hidraulico,Actividad,TRUE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Bimensual,,,
225,CHID-A05,CENTRAL HIDRAULICA DE RECUPERACION (LBD),LIMPIAR,Limpieza del conjunto hidraulico ,Actividad,TRUE,BAJA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Bimensual,,,
226,CHID-A06,CENTRAL HIDRAULICA DE RECUPERACION (LBD),VERIFICAR,Verificacion profunda de fugas en los componentes del conjunto hidraulico,Actividad,TRUE,BAJA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Bimensual,,,
227,CHID-A07,CENTRAL HIDRAULICA DE RECUPERACION (LBD),VERIFICAR,Verificar circuitos eléctricos de control de valvulas y conexiones limpias y aseguradas,Actividad,TRUE,BAJA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
27,CHID2,CONTROL DEL HIDRAULICO DE RECUPERACION SIMPLE (LBD),,,Plan,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
234,CHID-A08,CONTROL DEL HIDRAULICO DE RECUPERACION SIMPLE (LBD),VERIFICAR,El cable de activación del conjunto hidraulico punto '0',Actividad,TRUE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Bimensual,,,
235,CHID-A09,CONTROL DEL HIDRAULICO DE RECUPERACION SIMPLE (LBD),ANOTAR,La presion de funcionamiento de la bomba 'A' marcha adelante,Actividad,TRUE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Bimensual,,,
268,46,CONTROL DEL HIDRAULICO DE RECUPERACION SIMPLE (LBD),ANOTAR,Registrar el valor de la presion del manometro A en [bar],Tarea,TRUE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Bimensual,,,
236,CHID-A10,CONTROL DEL HIDRAULICO DE RECUPERACION SIMPLE (LBD),ANOTAR,La presion de funcionamiento de la bomba 'B' marcha atras,Actividad,TRUE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Bimensual,,,
270,47,CONTROL DEL HIDRAULICO DE RECUPERACION SIMPLE (LBD),ANOTAR,Registrar el valor de la presion del manometro B en [bar],Tarea,TRUE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Bimensual,,,
237,CHID-A11,CONTROL DEL HIDRAULICO DE RECUPERACION SIMPLE (LBD),REVISAR,Revisar y calibrar la correcta marcacion de presiones de los manometros de control del conjunto hidraulico,Actividad,TRUE,ALTA,BASADA EN CONDICION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
238,CHID-A12,CONTROL DEL HIDRAULICO DE RECUPERACION SIMPLE (LBD),COMBINAR,"Verificar posicion, lubricacion , cableado y alineacion del final de carrera Bypass de bomba de embolos 1",Actividad,TRUE,MEDIA,ELECTROMECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
26,CHID2,CONTROL DEL HIDRAULICO DE RECUPERACION DOBLE (LBD),,,Plan,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
228,CHID-A08,CONTROL DEL HIDRAULICO DE RECUPERACION DOBLE (LBD),VERIFICAR,El cable de activación del conjunto hidraulico punto '0',Actividad,TRUE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Bimensual,,,
229,CHID-A09,CONTROL DEL HIDRAULICO DE RECUPERACION DOBLE (LBD),ANOTAR,La presion de funcionamiento de la bomba 'A' marcha adelante,Actividad,TRUE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Bimensual,,,
268,44,CONTROL DEL HIDRAULICO DE RECUPERACION DOBLE (LBD),ANOTAR,Registrar el valor de la presion del manometro A en [bar],Tarea,TRUE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Bimensual,,,
230,CHID-A10,CONTROL DEL HIDRAULICO DE RECUPERACION DOBLE (LBD),ANOTAR,La presion de funcionamiento de la bomba 'B' marcha atras,Actividad,TRUE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Bimensual,,,
270,45,CONTROL DEL HIDRAULICO DE RECUPERACION DOBLE (LBD),ANOTAR,Registrar el valor de la presion del manometro B en [bar],Tarea,TRUE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Bimensual,,,
231,CHID-A11,CONTROL DEL HIDRAULICO DE RECUPERACION DOBLE (LBD),REVISAR,Revisar y calibrar la correcta marcacion de presiones de los manometros de control del conjunto hidraulico,Actividad,TRUE,ALTA,BASADA EN CONDICION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
232,CHID-A12,CONTROL DEL HIDRAULICO DE RECUPERACION DOBLE (LBD),COMBINAR,"Verificar posicion, lubricacion , cableado y alineacion del final de carrera Bypass de bomba de embolos 1",Actividad,TRUE,MEDIA,ELECTROMECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
233,CHID-A13,CONTROL DEL HIDRAULICO DE RECUPERACION DOBLE (LBD),LIMPIAR,"Verificar posicion, lubricacion , cableado y alineacion del final de carrera Bypass de bomba de embolos 2",Actividad,TRUE,MEDIA,ELECTROMECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
28,CHF,ELEMENTOS HIDRAULICOS DE FRENADO MOTRIZ (LBD),,,Plan,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
239,CHF-A01,ELEMENTOS HIDRAULICOS DE FRENADO MOTRIZ (LBD),VERIFICAR,Ruidos o anormalidades en el funcionamiento del motor bomba,Actividad,FALSE,MEDIA,OPERATIVA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Semanal,,,
240,CHF-A02,ELEMENTOS HIDRAULICOS DE FRENADO MOTRIZ (LBD),VERIFICAR,Fugas en los alrededores de la central hidraulica de frenado,Actividad,FALSE,MEDIA,OPERATIVA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspección Diaria,,,
241,CHF-A03,ELEMENTOS HIDRAULICOS DE FRENADO MOTRIZ (LBD),VERIFICAR,Nivel de aceite (mirilla) y temperatura del aceite del desposito de la central hidraulica de frenos,Actividad,FALSE,ALTA,OPERATIVA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Bimensual,,,
277,48,ELEMENTOS HIDRAULICOS DE FRENADO MOTRIZ (LBD),ANOTAR,Registrar el valor del nivel de aceite en la mirilla en  %,Tarea,FALSE,ALTA,OPERATIVA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Bimensual,,,
278,49,ELEMENTOS HIDRAULICOS DE FRENADO MOTRIZ (LBD),ANOTAR,Registrar el valor de la temperatura del aceite en °C,Tarea,FALSE,ALTA,OPERATIVA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Bimensual,,,
242,CHF-A04,ELEMENTOS HIDRAULICOS DE FRENADO MOTRIZ (LBD),VERIFICAR,Verificar el filtro de aceite mediante el led (normalmente encendido),Actividad,FALSE,MEDIA,OPERATIVA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspección Diaria,,,
243,CHF-A05,ELEMENTOS HIDRAULICOS DE FRENADO MOTRIZ (LBD),VERIFICAR,"Verificar que no existan particulas extrañas en el aceite, ni exista variaciones en el color del aceite (verificar en la mirilla)",Actividad,FALSE,MEDIA,MECANICO,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Semanal,,,
244,CHF-A06,ELEMENTOS HIDRAULICOS DE FRENADO MOTRIZ (LBD),VERIFICAR,Verificar el cierre de frenos con las palacas de emergencia,Actividad,TRUE,ALTA,MECANICO,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Semanal,,,
245,CHF-A07,ELEMENTOS HIDRAULICOS DE FRENADO MOTRIZ (LBD),VERIFICAR,Verificar la apertura de frenos (servicio y emergencia) de forma manual ,Actividad,TRUE,MEDIA,MECANICO,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Semanal,,,
246,CHF-A08,ELEMENTOS HIDRAULICOS DE FRENADO MOTRIZ (LBD),VERIFICAR,Verificación de la precarga de gas en los acumuladores de presión Mediante los manómetros de control,Actividad,TRUE,ALTA,HIDRAULICO,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Semanal,,,
247,CHF-A09,ELEMENTOS HIDRAULICOS DE FRENADO MOTRIZ (LBD),REVISAR,Lavado de frenos Fushing,Actividad,TRUE,ALTA,HIDRAULICO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Mensual,,,
248,CHF-A10,ELEMENTOS HIDRAULICOS DE FRENADO MOTRIZ (LBD),MEDIR,Medir las corrientes y tensiones del motor electrico,Actividad,TRUE,MEDIA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Trimestal,,,
31,8,ELEMENTOS HIDRAULICOS DE FRENADO MOTRIZ (LBD),MEDIR,Registrar la corriente en la fase U en [A] del motor electrico de freno,Tarea,TRUE,ALTA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Trimestal,,,
32,9,ELEMENTOS HIDRAULICOS DE FRENADO MOTRIZ (LBD),MEDIR,Registrar la corriente en la fase V en [A] del motor electrico de freno,Tarea,TRUE,ALTA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Trimestal,,,
33,10,ELEMENTOS HIDRAULICOS DE FRENADO MOTRIZ (LBD),MEDIR,Registrar la corriente en la fase W en [A] del motor electrico de freno,Tarea,TRUE,ALTA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Trimestal,,,
34,11,ELEMENTOS HIDRAULICOS DE FRENADO MOTRIZ (LBD),MEDIR,Registrar el nivel de tension  de las fases U-V en [V] del motor electrico de freno,Tarea,TRUE,ALTA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Trimestal,,,
